Crash_UID,AlcoholInvolved,AtIntersection,BicycleInvolved,Year,Quarter,Month,Day,CrashTime,CrashType,DayOfWeek,DaytimeNighttime_NHTSA,DistractedDriverInvolved,DistractedDriverInjuries,DriverTextingInvolved,DriverUsingCellPhone,FunctionalClassCode,Hour,IntersectionType,Jurisdiction,Sum of Latitude,Sum of Longitude,LocationTypeName,Meteorological Season,MonthName,MotorcycleInvolved,Number_Of_Fatalities,Number_Of_Injuries,PedestrianFatalities,PedestrianInjuries,PedestrianInvolved,RelationToRoadway_Category,RelationToRoadway_Value,RoadName,RouteName,SchoolZone,SecondaryLocation,Age,Gender,Age_Groups,Pedestrian_UID,PedestrianAction_Category,PedestrianAction_Value,PedestrianCondition,PedestrianDrinking_Category,PedestrianDrinking_Value,PedestrianInjuryType,PedestrianState,WearReflectiveClothing,Year,WorkZoneType,WorkZoneLocation,WeatherCondition,TrafficControlType,TownName,Single_Multi_Vehicle,TypeOfCollision,TrainRelated,SpeedRelated,TrafficControlMechanicalDevice,MileMarker,RouteNumber,RoadwayDescription,RoadwayAlignment,RoadwayDefect,RoadwaySurfaceCondition,Sum of NumberOfVehicles,SchoolZoneInvolved,WorkZoneRelated
c8249450,No,At Intersection,No,2022,Qtr 4,October,9,1899-12-30 14:40:00,Injury Crash,Sunday,Daytime,No,0,No,No,"",14,Four Approaches,Va. Beach City,36.85932,-76.17503,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,BAKER RD (NP - CITY OF VIRGINIA BEACH),BAKER RD,No,NEWTOWN RD,11,Female,under 15 Y.O.,ped3827129,Crossing At Intersection,Crossing At Intersection Against Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.36,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c2764378,No,At Intersection,No,2022,Qtr 4,October,9,1899-12-30 17:01:00,Injury Crash,Sunday,Daytime,No,0,No,No,Local,17,Three Approaches,Richmond City,37.54565,-77.46462,Urban,Autumn,October,No,0,1,0,1,Yes,Interchange Area,"Other interchange area (median, shoulder & roadside)",ALLEN AVE S (PR - CITY OF RICHMOND),ALLEN AVE,No,GRAYLAND AVE,,Female,Null Age Group,ped2376154,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.18,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c0755567,No,At Intersection,No,2022,Qtr 4,October,10,1899-12-30 00:17:00,Injury Crash,Monday,Nighttime,Yes,0,No,No,Local,0,Not at Intersection,Bristol City,36.60569,-82.20168,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,BEECH ST (NP - CITY OF BRISTOL),BEECH ST,No,MAGNOLIA DR,34,Female,21 - 35 Y.O.,ped1277595,Not In Roadway,Not In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.14,,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,1,No,No
c0946274,No,At Intersection,No,2022,Qtr 4,October,10,1899-12-30 19:48:00,Injury Crash,Monday,Nighttime,No,0,No,No,Minor Arterial,19,Three Approaches,Fairfax County,38.78416,-77.132,Urban,Autumn,October,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,SC-644W (FAIRFAX COUNTY),FRANCONIA RD,No,BROOKLAND RD,21,Female,21 - 35 Y.O.,ped2472613,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,9.05,644,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c3130113,No,At Intersection,No,2022,Qtr 4,October,11,1899-12-30 07:20:00,Injury Crash,Tuesday,Daytime,Yes,1,No,No,Major Collector,7,Three Approaches,Fairfax County,38.83233,-77.19665,Urban,Autumn,October,No,0,2,0,1,Yes,Other Location,"Other Crossing (Crossings for Bikes, School, etc.",SC-758E (FAIRFAX COUNTY),MAPLE PL,No,ANNANDALE RD,62,Male,51 - 64 Y.O.,ped1548540,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,Not Applicable,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.01,758,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c8145795,No,At Intersection,No,2022,Qtr 4,October,11,1899-12-30 07:40:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Local,7,Three Approaches,Richmond City,37.52174,-77.43852,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,STOCKTON ST (PR - CITY OF RICHMOND),STOCKTON ST,No,7TH ST,13,Male,under 15 Y.O.,ped2518060,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.34,,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,1,No,No
c5374265,No,At Intersection,No,2022,Qtr 4,October,11,1899-12-30 08:08:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Local,8,Not at Intersection,Va. Beach City,36.77863,-76.14398,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,NORTHVALE DR (NP - CITY OF VIRGINIA BEACH),NORTHVALE DR,No,BELSPRING DR,57,Male,51 - 64 Y.O.,ped8210006,Hitching On Vehicle,Hitching On Vehicle,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Multiple Vehicle Crashes,Rear End,No,No,No Traffic Control Device Present,0.35,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,2,No,No
c6146641,No,At Intersection,No,2022,Qtr 4,October,11,1899-12-30 14:45:00,Injury Crash,Tuesday,Daytime,Yes,0,No,No,Other Freeways and Expressways,14,Two Approaches,Roanoke City,37.23153,-79.97409,Urban,Autumn,October,No,0,1,0,1,Yes,Interchange Area,On Entrance/Exit Ramp,US-220S RAMP 60A,US-220 RAMP,No,ELECTRIC RD,70,Female,65 and over Y.O.,ped4076075,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.11,220,"One-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7456587,No,At Intersection,No,2022,Qtr 4,October,11,1899-12-30 17:53:00,Injury Crash,Tuesday,Daytime,Yes,0,No,Yes,Major Collector,17,Two Approaches,Fairfax County,38.83534,-77.42577,Urban,Autumn,October,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,SC-7759E (FAIRFAX COUNTY),BRADDOCK RD,No,BRADDOCK SPRINGS RD,23,Female,21 - 35 Y.O.,ped6382523,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.3,7759,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7720431,No,At Intersection,No,2022,Qtr 4,October,12,1899-12-30 16:12:00,Injury Crash,Wednesday,Daytime,No,0,No,No,Other Principal Arterial,16,Four Approaches,Harrisonburg City,38.4577,-78.87065,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Within Intersection,VA-42S,VIRGINIA AVE,No,3RD ST,45,Female,36 - 50 Y.O.,ped1914882,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Not Applicable,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,228.48,42,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6687887,No,At Intersection,No,2022,Qtr 4,October,13,1899-12-30 09:33:00,Injury Crash,Thursday,Daytime,No,0,No,No,Minor Arterial,9,Four Approaches,Hampton City,37.02602,-76.36307,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,UR-7035E (CITY OF HAMPTON),LASALLE AVE,No,QUEEN ST,31,Male,21 - 35 Y.O.,ped3293260,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Other,No,No,Yes - Working,3.61,,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Wet,1,No,No
c9620894,No,At Intersection,No,2022,Qtr 4,October,13,1899-12-30 10:12:00,Fatal Crash,Thursday,Daytime,No,0,No,No,Other Principal Arterial,10,Four Approaches,Newport News City,37.16046,-76.55703,Urban,Autumn,October,No,1,0,1,0,Yes,Intersection Area,Within Intersection,US-60W,WARWICK BLVD,No,MERRY OAKS DR,71,Female,65 and over Y.O.,ped7655024,Crossing At Intersection,Crossing At Intersection Against Signal,Other,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,252.6,60,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Wet,1,No,No
c1219959,No,At Intersection,No,2022,Qtr 4,October,13,1899-12-30 12:13:00,Injury Crash,Thursday,Daytime,No,0,No,No,Other Principal Arterial,12,Four Approaches,Newport News City,37.05958,-76.46603,Urban,Autumn,October,No,0,2,0,1,Yes,Intersection Area,Within Intersection,US-17S,JEFFERSON AVE,No,HARPERSVILLE RD,16,Female,15 - 20 Y.O.,ped3202935,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,54.33,17,"Two-Way, Not Divided",Straight - Level,No Defects,Wet,1,No,No
c5281011,No,At Intersection,No,2022,Qtr 4,October,13,1899-12-30 17:25:00,Injury Crash,Thursday,Daytime,No,0,No,No,Other Principal Arterial,17,Three Approaches,Roanoke City,37.27179,-79.93874,Urban,Autumn,October,No,0,2,0,1,Yes,Intersection Area,Within Intersection,US-11N,CAMPBELL AVE,No,MARKET SQ,29,Male,21 - 35 Y.O.,ped6329956,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,151.81,11,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c4630291,No,At Intersection,No,2022,Qtr 4,October,14,1899-12-30 13:05:00,Injury Crash,Friday,Daytime,No,0,No,No,Minor Arterial,13,Two Approaches,Arlington County,38.89821,-77.07094,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Within Intersection,CR-6747N (ARLINGTON COUNTY),LYNN ST,No,LEE HWY,31,Male,21 - 35 Y.O.,ped4316081,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.48,6747,"One-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7353169,No,At Intersection,No,2022,Qtr 4,October,14,1899-12-30 17:51:00,Injury Crash,Friday,Daytime,No,0,No,No,Minor Arterial,17,Three Approaches,Arlington County,38.86186,-77.12916,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Within Intersection,CR-6737N (ARLINGTON COUNTY),CARLIN SPRINGS RD,No,5TH RD,26,Female,21 - 35 Y.O.,ped3402457,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.62,6737,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c5460864,No,At Intersection,No,2022,Qtr 4,October,14,1899-12-30 20:01:00,Injury Crash,Friday,Nighttime,No,0,No,No,Minor Arterial,20,Four Approaches,Chesapeake City,36.7161,-76.23902,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Within Intersection,BUS VA-168S (1 CITY OF CHESAPEAKE),BATTLEFIELD BLVD,No,CEDAR RD,16,Male,15 - 20 Y.O.,ped8023030,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,10.25,168,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c5999860,No,At Intersection,No,2022,Qtr 4,October,15,1899-12-30 08:39:00,Injury Crash,Saturday,Daytime,No,0,No,No,Minor Arterial,8,Four Approaches,Montgomery County,37.23337,-80.42489,Urban,Autumn,October,No,0,2,0,1,Yes,Intersection Area,Within Intersection,VA-412E,PRICES FORK RD,No,STANGER ST,47,Female,36 - 50 Y.O.,ped8966662,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,Blacksburg,Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.07,412,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c4898319,No,At Intersection,No,2022,Qtr 4,October,15,1899-12-30 17:54:00,Injury Crash,Saturday,Daytime,No,0,No,No,Local,17,Four Approaches,Montgomery County,37.21733,-80.41932,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,VA-314N,SOUTHGATE DR,No,BEAMER WAY,18,Male,15 - 20 Y.O.,ped3441091,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,Blacksburg,Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,8.45,314,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c1933093,No,At Intersection,No,2022,Qtr 4,October,16,1899-12-30 00:01:00,Injury Crash,Sunday,Nighttime,No,0,No,No,"",0,Not at Intersection,Richmond City,37.55347,-77.41128,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,COOL LN (NP - CITY OF RICHMOND),COOL LN,No,MECHANICSVILLE TPKE,,Female,Null Age Group,ped0525004,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.02,,"Two-Way, Not Divided",Straight - Level,"Holes, Ruts, Bumps",Dry,1,No,No
c4067879,No,At Intersection,No,2022,Qtr 4,October,17,1899-12-30 07:13:00,Injury Crash,Monday,Daytime,No,0,No,No,Other Principal Arterial,7,"Five-Point, or More",Charlottesville City,38.03002,-78.48531,Urban,Autumn,October,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,RIDGE ST (NP - CITY OF CHARLOTTESVILLE),RIDGE ST,No,MAIN ST,78,Male,65 and over Y.O.,ped0267704,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.04,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6676422,No,At Intersection,No,2022,Qtr 4,October,17,1899-12-30 15:06:00,Injury Crash,Monday,Daytime,Yes,0,No,No,Minor Arterial,15,Four Approaches,Fairfax County,38.96522,-77.39727,Urban,Autumn,October,No,0,2,0,2,Yes,Intersection Area,Within Intersection,ELDEN ST (PR - TOWN OF HERNDON),ELDEN ST,No,ALABAMA DR,7,Male,under 15 Y.O.,ped9293172,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Not Applicable,Not Applicable,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,Herndon,Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.9,,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c6676422,No,At Intersection,No,2022,Qtr 4,October,17,1899-12-30 15:06:00,Injury Crash,Monday,Daytime,Yes,0,No,No,Minor Arterial,15,Four Approaches,Fairfax County,38.96522,-77.39727,Urban,Autumn,October,No,0,2,0,2,Yes,Intersection Area,Within Intersection,ELDEN ST (PR - TOWN OF HERNDON),ELDEN ST,No,ALABAMA DR,40,Female,36 - 50 Y.O.,ped5720979,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,Herndon,Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.9,,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c7703473,No,At Intersection,No,2022,Qtr 4,October,17,1899-12-30 16:30:00,Injury Crash,Monday,Daytime,No,0,No,No,Major Collector,16,Not at Intersection,Va. Beach City,36.84332,-76.14182,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-8749S (CITY OF VIRGINIA BEACH),KELLAM RD,No,VIRGINIA BEACH BLVD,12,Female,under 15 Y.O.,ped3984239,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.17,8749,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c8478245,No,At Intersection,No,2022,Qtr 4,October,17,1899-12-30 18:45:00,Injury Crash,Monday,Nighttime,No,0,No,No,Major Collector,18,Four Approaches,Fairfax County,38.90825,-77.25958,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,UR-6933S (TOWN OF VIENNA),CHURCH ST,No,BEULAH RD,27,Male,21 - 35 Y.O.,ped7498295,Crossing At Intersection,Crossing At Intersection Against Signal,No Defects,Not Applicable,Not Applicable,No Apparent Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,Vienna,Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.69,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c2390595,No,At Intersection,No,2022,Qtr 4,October,17,1899-12-30 21:52:00,Injury Crash,Monday,Nighttime,No,0,No,No,Other Principal Arterial,21,Not at Intersection,Newport News City,36.98769,-76.4342,Urban,Autumn,October,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,US-60E,HUNTINGTON AVE,No,39TH ST,43,Female,36 - 50 Y.O.,ped8279446,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,266.63,60,"One-Way, Not Divided",Straight - Level,No Defects,Wet,1,No,No
c8791610,No,At Intersection,No,2022,Qtr 4,October,18,1899-12-30 05:30:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Local,5,Not at Intersection,Richmond City,37.50506,-77.44585,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,HALIFAX AVE (PR - CITY OF RICHMOND),HALIFAX AVE,No,MIDLAND ST,,Male,Null Age Group,ped6295583,Standing In Roadway,Standing In Roadway,Not Applicable,Not Applicable,Not Applicable,No Apparent Injury,UK,"",2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,Yes,No Traffic Control Device Present,0.45,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7892982,No,At Intersection,No,2022,Qtr 4,October,18,1899-12-30 08:39:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Minor Arterial,8,Four Approaches,Norfolk City,36.91541,-76.27913,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,VA-165S,LITTLE CREEK RD,No,NEWPORT AVE,17,Female,15 - 20 Y.O.,ped7211295,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Other,No,No,Yes - Working,38.12,165,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c9951302,No,At Intersection,No,2022,Qtr 4,October,18,1899-12-30 09:50:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Other Principal Arterial,9,Four Approaches,Arlington County,38.88199,-77.10261,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Within Intersection,CR-6608E (ARLINGTON COUNTY),WILSON BLVD,No,MONROE ST,42,Female,36 - 50 Y.O.,ped7704164,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,DC,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,2.5,6608,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c2234716,No,At Intersection,No,2022,Qtr 4,October,18,1899-12-30 16:58:00,Fatal Crash,Tuesday,Daytime,No,0,No,No,Major Collector,16,Four Approaches,Fairfax County,38.70715,-77.21166,Urban,Autumn,October,No,1,0,1,0,Yes,Intersection Area,Intersection Related - Within 150 Feet,SC-7768S (FAIRFAX COUNTY),LORTON STATION BLVD,No,LEE MASEY DR,52,Female,51 - 64 Y.O.,ped1840989,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.15,7768,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c5206217,No,At Intersection,No,2022,Qtr 4,October,18,1899-12-30 17:05:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Minor Arterial,17,Four Approaches,Amherst County,37.46663,-79.11868,Urban,Autumn,October,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,VA-130W,AMELON RD,No,AMHERST HWY,42,Male,36 - 50 Y.O.,ped0398576,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,31.92,130,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
